uuid|metadata|indexed_metadata|searchable_metadata|exact_matching_metadata|suggest|coordinate
ultimate_spider-man_vol_1_104~book|{"img":"https://vignette.wikia.nocookie.net/marveldatabase/images/9/96/Ultimate_Spider-Man_Vol_1_104_Digital.jpg/revision/latest/scale-to-width-down/300","title":"Ultimate Spider-Man  #104","slug":"Ultimate_Spider-Man_Vol_1_104"}|{"supporting_chars":[{"id":"jessica_drew","slug":"Jessica_Drew","name":"Spider-Woman (Jessica Drew)"},{"id":"peter_parker_(richard_parker)","slug":"Peter_Parker_(Richard_Parker)","name":"Richard Parker (Clone)"},{"id":"mary_jane_watson","slug":"Mary_Jane_Watson","name":"Mary Jane Watson"},{"id":"nicholas_fury","slug":"Nicholas_Fury","name":"Nick Fury"},{"id":"fantastic_four","slug":"Fantastic_Four","name":"Fantastic Four"},{"id":"reed_richards","slug":"Reed_Richards","name":"Mister Fantastic (Reed Richards)"},{"id":"benjamin_grimm","slug":"Benjamin_Grimm","name":"Thing (Ben Grimm)"},{"id":"jonathan_storm","slug":"Jonathan_Storm","name":"Human Torch (Johnny Storm)"},{"id":"susan_storm","slug":"Susan_Storm","name":"Invisible Woman (Sue Storm)"}],"featured_chars":[{"id":"peter_parker","slug":"Peter_Parker","name":"Spider-Man (Peter Parker)"}]}|{"title":"Ultimate Spider-Man  #104","featured_chars":["Spider-Man (Peter Parker)"],"supporting_chars":["Spider-Woman (Jessica Drew)","Richard Parker (Clone)","Mary Jane Watson","Nick Fury","Fantastic Four","Mister Fantastic (Reed Richards)","Thing (Ben Grimm)","Human Torch (Johnny Storm)","Invisible Woman (Sue Storm)"]}|[]|["Ultimate Spider-Man  #104"]|
marvel_adventures:_spider-man_vol_1_24~book|{"img":"https://vignette.wikia.nocookie.net/marveldatabase/images/a/a5/Marvel_Adventures_Spider-Man_Vol_1_24.jpg/revision/latest/scale-to-width-down/300","title":"Marvel Adventures: Spider-Man  #24","slug":"Marvel_Adventures:_Spider-Man_Vol_1_24"}|{"supporting_chars":[{"id":"eugene_thompson","slug":"Eugene_Thompson","name":"Flash Thompson"},{"id":"jonathan_storm","slug":"Jonathan_Storm","name":"Human Torch"},{"id":"elizabeth_allan","slug":"Elizabeth_Allan","name":"Liz Allan"},{"id":"reed_richards","slug":"Reed_Richards","name":"Mr. Fantastic"}],"featured_chars":[{"id":"peter_parker","slug":"Peter_Parker","name":"Spider-Man (Peter Parker)"}]}|{"title":"Marvel Adventures: Spider-Man  #24","featured_chars":["Spider-Man (Peter Parker)"],"supporting_chars":["Flash Thompson","Human Torch","Liz Allan","Mr. Fantastic"]}|[]|["Marvel Adventures: Spider-Man  #24"]|
sensational_spider-man_vol_2_31~book|{"img":"https://vignette.wikia.nocookie.net/marveldatabase/images/8/8e/Sensational_Spider-Man_Vol_2_31.jpg/revision/latest/scale-to-width-down/300","title":"Sensational Spider-Man Vol 2 #31","slug":"Sensational_Spider-Man_Vol_2_31"}|{"supporting_chars":[{"id":"may_reilly","slug":"May_Reilly","name":"Aunt May"},{"id":"elizabeth_allan","slug":"Elizabeth_Allan","name":"Liz Allan-Osborn"},{"id":"felicia_hardy","slug":"Felicia_Hardy","name":"Black Cat (Felicia Hardy)"}]}|{"title":"Sensational Spider-Man Vol 2 #31","supporting_chars":["Aunt May","Liz Allan-Osborn","Black Cat (Felicia Hardy)"]}|[]|["Sensational Spider-Man Vol 2 #31"]|
iron_man:_execute_program_tpb_vol_1_1~book|{"img":"https://vignette.wikia.nocookie.net/marveldatabase/images/6/61/Iron_Man_Execute_Program_TPB_Vol_1_1.jpg/revision/latest/scale-to-width-down/300","title":"Iron Man: Execute Program TPB  #1","slug":"Iron_Man:_Execute_Program_TPB_Vol_1_1"}|[]|{"title":"Iron Man: Execute Program TPB  #1"}|[]|["Iron Man: Execute Program TPB  #1"]|
new_avengers_vol_1_27~book|{"img":"https://vignette.wikia.nocookie.net/marveldatabase/images/a/a9/New_Avengers_Vol_1_27.jpg/revision/latest/scale-to-width-down/300","title":"New Avengers  #27","slug":"New_Avengers_Vol_1_27"}|{"antagonists":[{"id":"pagon","slug":"Pagon","name":"Elektra (Elektra Natchios)"},{"id":"hand","slug":"Hand","name":"The Hand"},{"id":"dard%27van","slug":"Dard%27van","name":"Dard'van"}],"featured_chars":[{"id":"new_avengers","slug":"New_Avengers","name":"New Avengers"},{"id":"maya_lopez","slug":"Maya_Lopez","name":"Echo/Ronin (Maya Lopez)"},{"id":"james_howlett","slug":"James_Howlett","name":"Wolverine (Logan)"},{"id":"luke_cage","slug":"Luke_Cage","name":"Luke Cage"},{"id":"veranke","slug":"Veranke","name":"Spider-Woman (Jessica Drew)"},{"id":"clinton_barton","slug":"Clinton_Barton","name":"Ronin (Clint Barton)"},{"id":"daniel_rand","slug":"Daniel_Rand","name":"Iron Fist (Daniel Rand)"},{"id":"stephen_strange","slug":"Stephen_Strange","name":"Doctor Strange (Stephen Strange)"}]}|{"title":"New Avengers  #27","featured_chars":["New Avengers","Echo/Ronin (Maya Lopez)","Wolverine (Logan)","Luke Cage","Spider-Woman (Jessica Drew)","Ronin (Clint Barton)","Iron Fist (Daniel Rand)","Doctor Strange (Stephen Strange)"],"antagonists":["Elektra (Elektra Natchios)","The Hand","Dard'van"]}|[]|["New Avengers  #27"]|
she-hulk_vol_2_15~book|{"img":"https://vignette.wikia.nocookie.net/marveldatabase/images/2/23/She-Hulk_Vol_2_15.jpg/revision/latest/scale-to-width-down/300","title":"She-Hulk Vol 2 #15","slug":"She-Hulk_Vol_2_15"}|{"supporting_chars":[{"id":"strategic_homeland_intervention,_enforcement_and_logistics_division","slug":"Strategic_Homeland_Intervention,_Enforcement_and_Logistics_Division","name":"S.H.I.E.L.D."},{"id":"hulkbusters_(s.h.i.e.l.d.)","slug":"Hulkbusters_(S.H.I.E.L.D.)","name":"Hulkbusters"},{"id":"cheesecake_(lmd)","slug":"Cheesecake_(LMD)","name":"Agent Cheesecake"}],"antagonists":[{"id":"doombot","slug":"Doombot","name":"Doombot"}]}|{"title":"She-Hulk Vol 2 #15","supporting_chars":["S.H.I.E.L.D.","Hulkbusters","Agent Cheesecake"],"antagonists":["Doombot"]}|[]|["She-Hulk Vol 2 #15"]|
she-hulk_vol_2_16~book|{"img":"https://vignette.wikia.nocookie.net/marveldatabase/images/c/c0/She-Hulk_Vol_2_16.jpg/revision/latest/scale-to-width-down/300","title":"She-Hulk Vol 2 #16","slug":"She-Hulk_Vol_2_16"}|{"supporting_chars":[{"id":"strategic_homeland_intervention,_enforcement_and_logistics_division","slug":"Strategic_Homeland_Intervention,_Enforcement_and_Logistics_Division","name":"S.H.I.E.L.D."},{"id":"hulkbusters_(s.h.i.e.l.d.)","slug":"Hulkbusters_(S.H.I.E.L.D.)","name":"Hulkbusters"},{"id":"agent_crimson","slug":"Agent_Crimson","name":"Agent Crimson"}],"races_species":[{"id":"recluses","slug":"Recluses","name":"Recluses"}]}|{"title":"She-Hulk Vol 2 #16","supporting_chars":["S.H.I.E.L.D.","Hulkbusters","Agent Crimson"],"races_species":["Recluses"]}|[]|["She-Hulk Vol 2 #16"]|
uncanny_x-men_vol_1_483~book|{"img":"https://vignette.wikia.nocookie.net/marveldatabase/images/7/72/Uncanny_X-Men_Vol_1_483.jpg/revision/latest/scale-to-width-down/300","title":"Uncanny X-Men  #483","slug":"Uncanny_X-Men_Vol_1_483"}|{"supporting_chars":[{"id":"araki","slug":"Araki","name":"Chancellor Araki"}],"featured_chars":[{"id":"gabriel_summers","slug":"Gabriel_Summers","name":"Vulcan"},{"id":"cal%27syee_neramani","slug":"Cal%27syee_Neramani","name":"Deathbird"},{"id":"d%27ken_neramani","slug":"D%27Ken_Neramani","name":"D'Ken"}]}|{"title":"Uncanny X-Men  #483","featured_chars":["Vulcan","Deathbird","D'Ken"],"supporting_chars":["Chancellor Araki"]}|[]|["Uncanny X-Men  #483"]|
ultimate_x-men_vol_1_78~book|{"img":"https://vignette.wikia.nocookie.net/marveldatabase/images/b/b2/Ultimate_X-Men_Vol_1_78.jpg/revision/latest/scale-to-width-down/300","title":"Ultimate X-Men  #78","slug":"Ultimate_X-Men_Vol_1_78"}|{"supporting_chars":[{"id":"lucas_bishop","slug":"Lucas_Bishop","name":"Bishop (Future)"}],"featured_chars":[{"id":"x-men","slug":"X-Men","name":"X-Men"}]}|{"title":"Ultimate X-Men  #78","featured_chars":["X-Men"],"supporting_chars":["Bishop (Future)"]}|[]|["Ultimate X-Men  #78"]|
cable_%26_deadpool_vol_1_36~book|{"img":"https://vignette.wikia.nocookie.net/marveldatabase/images/e/ee/Cable_%26_Deadpool_Vol_1_36.jpg/revision/latest/scale-to-width-down/300","title":"Cable &amp; Deadpool  #36","slug":"Cable_%26_Deadpool_Vol_1_36"}|[]|{"title":"Cable &amp; Deadpool  #36","supporting_chars":["[1]"]}|[]|["Cable &amp; Deadpool  #36"]|
wolverine:_manifest_destiny_vol_1_2~book|{"img":"https://vignette.wikia.nocookie.net/marveldatabase/images/6/6f/Wolverine_Manifest_Destiny_Vol_1_2.jpg/revision/latest/scale-to-width-down/300","title":"Wolverine: Manifest Destiny  #2","slug":"Wolverine:_Manifest_Destiny_Vol_1_2"}|{"supporting_chars":[{"id":"master_po","slug":"Master_Po","name":"Master Po"}],"antagonists":[{"id":"lo_jun?action=edit&redlink=1","slug":"Lo_Jun?action=edit&redlink=1","name":"Lo Jun"},{"id":"black_dragon_tong","slug":"Black_Dragon_Tong","name":"Black Dragon Tong"}],"featured_chars":[{"id":"james_howlett","slug":"James_Howlett","name":"James Howlett"}]}|{"title":"Wolverine: Manifest Destiny  #2","featured_chars":["James Howlett"],"supporting_chars":["Master Po"],"antagonists":["Lo Jun","Black Dragon Tong"]}|[]|["Wolverine: Manifest Destiny  #2"]|
fantastic_four:_true_story_vol_1_4~book|{"img":"https://vignette.wikia.nocookie.net/marveldatabase/images/5/5e/Fantastic_Four_True_Story_Vol_1_4.jpg/revision/latest/scale-to-width-down/300","title":"Fantastic Four: True Story  #4","slug":"Fantastic_Four:_True_Story_Vol_1_4"}|{"supporting_chars":[{"id":"james_bond","slug":"James_Bond","name":"James Bond"},{"id":"henry_jones,_jr.","slug":"Henry_Jones,_Jr.","name":"Indiana Jones"}],"featured_chars":[{"id":"fantastic_four","slug":"Fantastic_Four","name":"Fantastic Four"}]}|{"title":"Fantastic Four: True Story  #4","featured_chars":["Fantastic Four"],"supporting_chars":["James Bond","Indiana Jones"]}|[]|["Fantastic Four: True Story  #4"]|
amazing_spider-man_vol_1_574~book|{"img":"https://vignette.wikia.nocookie.net/marveldatabase/images/8/8d/Amazing_Spider-Man_Vol_1_574.jpg/revision/latest/scale-to-width-down/300","title":"Amazing Spider-Man  #574","slug":"Amazing_Spider-Man_Vol_1_574"}|{"supporting_chars":[{"id":"general_fazekas","slug":"General_Fazekas","name":"General Fazekas"}],"featured_chars":[{"id":"eugene_thompson","slug":"Eugene_Thompson","name":"Flash Thompson"}]}|{"title":"Amazing Spider-Man  #574","featured_chars":["Flash Thompson"],"supporting_chars":["General Fazekas"]}|[]|["Amazing Spider-Man  #574"]|
nova_vol_4_19~book|{"img":"https://vignette.wikia.nocookie.net/marveldatabase/images/0/0e/Nova_Vol_4_19.jpg/revision/latest/scale-to-width-down/300","title":"Nova Vol 4 #19","slug":"Nova_Vol_4_19"}|{"supporting_chars":[{"id":"nova_corps","slug":"Nova_Corps","name":"Nova Corps"},{"id":"malik_tarcel","slug":"Malik_Tarcel","name":"Nova (Malik Tarcel)"},{"id":"irani_rael","slug":"Irani_Rael","name":"Nova (Irani Rael)"},{"id":"qubit","slug":"Qubit","name":"Nova (Qubit)"},{"id":"fraktur","slug":"Fraktur","name":"Nova (Fraktur)"},{"id":"morrow","slug":"Morrow","name":"Nova (Morrow)"},{"id":"robert_rider","slug":"Robert_Rider","name":"Nova (Robbie Rider)"}],"antagonists":[{"id":"serpent_society","slug":"Serpent_Society","name":"Serpent Society"},{"id":"davis_lawfers","slug":"Davis_Lawfers","name":"Copperhead (Davis Lawfers)"},{"id":"blanche_sitznski","slug":"Blanche_Sitznski","name":"Anaconda (Blanche Sitznski)"},{"id":"gregory_bryan","slug":"Gregory_Bryan","name":"Sidewinder (Gregory Bryan)"},{"id":"tanya_sealy","slug":"Tanya_Sealy","name":"Black Mamba (Tanya Sealy)"},{"id":"teresa_vasquez","slug":"Teresa_Vasquez","name":"Fer-De-Lance (Teresa Vasquez)"},{"id":"theodore_scott","slug":"Theodore_Scott","name":"Death Adder (Theodore Scott)"}],"featured_chars":[{"id":"richard_rider","slug":"Richard_Rider","name":"Nova (Richard Rider)"}],"races_species":[{"id":"homo_sapiens","slug":"Homo_sapiens","name":"Humans"},{"id":"deviant_skrulls","slug":"Deviant_Skrulls","name":"Skrulls"},{"id":"mephitisoids_(race)","slug":"Mephitisoids_(Race)","name":"Mephitisoids"},{"id":"makluans","slug":"Makluans","name":"Makluans"},{"id":"rigellians","slug":"Rigellians","name":"Rigellians"},{"id":"manufactured_harmonites","slug":"Manufactured_Harmonites","name":"Manufactured Harmonites"},{"id":"shi%27ar_(race)","slug":"Shi%27ar_(Race)","name":"Shi'ar"},{"id":"raptor_armor","slug":"Raptor_Armor","name":"Raptor Armor"}]}|{"title":"Nova Vol 4 #19","featured_chars":["Nova (Richard Rider)"],"supporting_chars":["Nova Corps","Nova (Malik Tarcel)","Nova (Irani Rael)","Nova (Qubit)","Nova (Fraktur)","Nova (Morrow)","Nova (Robbie Rider)"],"antagonists":["Serpent Society","Copperhead (Davis Lawfers)","Anaconda (Blanche Sitznski)","Sidewinder (Gregory Bryan)","Black Mamba (Tanya Sealy)","Fer-De-Lance (Teresa Vasquez)","Death Adder (Theodore Scott)"],"races_species":["Humans","Skrulls","Mephitisoids","Makluans","Rigellians","Manufactured Harmonites","Shi'ar","Raptor Armor"]}|[]|["Nova Vol 4 #19"]|
new_exiles_vol_1_14~book|{"img":"https://vignette.wikia.nocookie.net/marveldatabase/images/c/c8/New_Exiles_Vol_1_14.jpg/revision/latest/scale-to-width-down/300","title":"New Exiles  #14","slug":"New_Exiles_Vol_1_14"}|{"supporting_chars":[{"id":"daughters_of_the_dragon","slug":"Daughters_of_the_Dragon","name":"Daughters of the Dragon"},{"id":"sharen","slug":"Sharen","name":"Sharen"},{"id":"colleen_wing","slug":"Colleen_Wing","name":"Colleen Wing "},{"id":"mercedes_knight","slug":"Mercedes_Knight","name":"Misty Knight "},{"id":"emma_frost","slug":"Emma_Frost","name":"Emma Frost"},{"id":"nerimani","slug":"Nerimani","name":"Nerimani"},{"id":"wanda_maximoff","slug":"Wanda_Maximoff","name":"Wanda Maximoff"},{"id":"theresa_cassidy","slug":"Theresa_Cassidy","name":"Theresa Cassidy"}],"antagonists":[{"id":"lilandra","slug":"Lilandra","name":"Lilandra"},{"id":"shi%27ar_death_commandos","slug":"Shi%27ar_Death_Commandos","name":"Shi'ar Death Commandos"},{"id":"offset","slug":"Offset","name":"Offset"},{"id":"shell","slug":"Shell","name":"Shell"},{"id":"flaw","slug":"Flaw","name":"Flaw"},{"id":"moira_kinross","slug":"Moira_Kinross","name":"Hypernova"},{"id":"warren_worthington","slug":"Warren_Worthington","name":"Krait"},{"id":"charles_xavier","slug":"Charles_Xavier","name":"Black Cloak"},{"id":"scott_summers","slug":"Scott_Summers","name":"Devo"},{"id":"alexander_summers","slug":"Alexander_Summers","name":"Warshot"}],"featured_chars":[{"id":"exiles_(multiverse)","slug":"Exiles_(Multiverse)","name":"Exiles"},{"id":"kevin_mactaggert","slug":"Kevin_MacTaggert","name":"Morph"},{"id":"anna_raven","slug":"Anna_Raven","name":"Rogue (Anna Raven)"},{"id":"remy_(gambit)","slug":"Remy_(Gambit)","name":"Gambit (Remy)"},{"id":"raphael-raven_darkholme","slug":"Raphael-Raven_Darkholme","name":"Mystiq (Raphael-Raven Darkholme)"},{"id":"elizabeth_braddock","slug":"Elizabeth_Braddock","name":"Psylocke (Betsy Braddock)"},{"id":"catherine_pryde","slug":"Catherine_Pryde","name":"Cat (Catherine Pryde)"}]}|{"title":"New Exiles  #14","featured_chars":["Exiles","Morph","Rogue (Anna Raven)","Gambit (Remy)","Mystiq (Raphael-Raven Darkholme)","Psylocke (Betsy Braddock)","Cat (Catherine Pryde)"],"supporting_chars":["Daughters of the Dragon","Sharen","Colleen Wing ","Misty Knight ","Emma Frost","Nerimani","Wanda Maximoff","Theresa Cassidy"],"antagonists":["Lilandra","Shi'ar Death Commandos","Offset","Shell","Flaw","Hypernova","Krait","Black Cloak","Devo","Warshot"]}|[]|["New Exiles  #14"]|
incredible_hercules_vol_1_123~book|{"img":"https://vignette.wikia.nocookie.net/marveldatabase/images/3/33/Incredible_Hercules_Vol_1_123.jpg/revision/latest/scale-to-width-down/300","title":"Incredible Hercules  #123","slug":"Incredible_Hercules_Vol_1_123"}|{"supporting_chars":[{"id":"namor_mckenzie","slug":"Namor_McKenzie","name":"Namor"},{"id":"aquaria_neptunia","slug":"Aquaria_Neptunia","name":"Namora"},{"id":"poseidon_aegaeus","slug":"Poseidon_Aegaeus","name":"Poseidon"},{"id":"athena_parthenos","slug":"Athena_Parthenos","name":"Athena"}],"antagonists":[{"id":"amazons","slug":"Amazons","name":"Amazons"},{"id":"myrina?action=edit&redlink=1","slug":"Myrina?action=edit&redlink=1","name":"Myrina"},{"id":"artume","slug":"Artume","name":"Artume"},{"id":"delphyne_gorgon","slug":"Delphyne_Gorgon","name":"Delphyne Gorgon"}],"featured_chars":[{"id":"hercules","slug":"Hercules","name":"Hercules"},{"id":"amadeus_cho","slug":"Amadeus_Cho","name":"Amadeus Cho"}]}|{"title":"Incredible Hercules  #123","featured_chars":["Hercules","Amadeus Cho"],"supporting_chars":["Namor","Namora","Poseidon","Athena"],"antagonists":["Amazons","Myrina","Artume","Delphyne Gorgon"]}|[]|["Incredible Hercules  #123"]|
x-men:_manifest_destiny_vol_1_4~book|{"img":"https://vignette.wikia.nocookie.net/marveldatabase/images/0/0e/X-Men_Manifest_Destiny_Vol_1_4.jpg/revision/latest/scale-to-width-down/300","title":"X-Men: Manifest Destiny  #4","slug":"X-Men:_Manifest_Destiny_Vol_1_4"}|{"antagonists":[{"id":"raven_darkholme","slug":"Raven_Darkholme","name":"Mystique (Raven Darkholme)"}],"featured_chars":[{"id":"robert_drake","slug":"Robert_Drake","name":"Iceman (Bobby Drake)"}]}|{"title":"X-Men: Manifest Destiny  #4","featured_chars":["Iceman (Bobby Drake)"],"antagonists":["Mystique (Raven Darkholme)"]}|[]|["X-Men: Manifest Destiny  #4"]|
amazing_spider-man_vol_1_578~book|{"img":"https://vignette.wikia.nocookie.net/marveldatabase/images/d/d6/Amazing_Spider-Man_Vol_1_578.jpg/revision/latest/scale-to-width-down/300","title":"Amazing Spider-Man  #578","slug":"Amazing_Spider-Man_Vol_1_578"}|{"supporting_chars":[{"id":"john_jonah_jameson,_sr.","slug":"John_Jonah_Jameson,_Sr.","name":"J. Jonah Jameson, Sr."}],"featured_chars":[{"id":"peter_parker","slug":"Peter_Parker","name":"Spider-Man (Peter Parker)"}]}|{"title":"Amazing Spider-Man  #578","featured_chars":["Spider-Man (Peter Parker)"],"supporting_chars":["J. Jonah Jameson, Sr."]}|[]|["Amazing Spider-Man  #578"]|
uncanny_x-men_vol_1_502~book|{"img":"https://vignette.wikia.nocookie.net/marveldatabase/images/4/4e/Uncanny_X-Men_Vol_1_502.jpg/revision/latest/scale-to-width-down/300","title":"Uncanny X-Men  #502","slug":"Uncanny_X-Men_Vol_1_502"}|{"supporting_chars":[{"id":"xiong","slug":"Xiong","name":"Mr. Xiong"}],"antagonists":[{"id":"hellfire_cult","slug":"Hellfire_Cult","name":"Hellfire Cult"},{"id":"madelyne_pryor","slug":"Madelyne_Pryor","name":"Red Queen"},{"id":"manuel_de_la_rocha","slug":"Manuel_de_la_Rocha","name":"Empath (Manuel de la Rocha)"}],"featured_chars":[{"id":"x-men","slug":"X-Men","name":"X-Men"},{"id":"xi%27an_coy_manh","slug":"Xi%27an_Coy_Manh","name":"Karma (Xi'an Coy Manh)"},{"id":"james_howlett","slug":"James_Howlett","name":"Wolverine (James Howlett)"},{"id":"kurt_wagner","slug":"Kurt_Wagner","name":"Nightcrawler (Kurt Wagner)"},{"id":"emma_frost","slug":"Emma_Frost","name":"Emma Frost"},{"id":"scott_summers","slug":"Scott_Summers","name":"Cyclops (Scott Summers"},{"id":"megan_gwynn","slug":"Megan_Gwynn","name":"Pixie (Megan Gwynn)"},{"id":"henry_mccoy","slug":"Henry_McCoy","name":"Beast (Hank McCoy)"},{"id":"alison_blaire","slug":"Alison_Blaire","name":"Dazzler (Ali Blaire)"},{"id":"warren_worthington_iii","slug":"Warren_Worthington_III","name":"Angel (Warren Worthington III)"},{"id":"ororo_munroe","slug":"Ororo_Munroe","name":"Storm (Ororo Munroe)"}]}|{"title":"Uncanny X-Men  #502","featured_chars":["X-Men","Karma (Xi'an Coy Manh)","Wolverine (James Howlett)","Nightcrawler (Kurt Wagner)","Emma Frost","Cyclops (Scott Summers","Pixie (Megan Gwynn)","Beast (Hank McCoy)","Dazzler (Ali Blaire)","Angel (Warren Worthington III)","Storm (Ororo Munroe)"],"supporting_chars":["Mr. Xiong"],"antagonists":["Hellfire Cult","Red Queen","Empath (Manuel de la Rocha)"]}|[]|["Uncanny X-Men  #502"]|
what_if%3f_fallen_son_vol_1_1~book|{"img":"https://vignette.wikia.nocookie.net/marveldatabase/images/8/8d/What_If%3F_Fallen_Son_Vol_1_1.jpg/revision/latest/scale-to-width-down/300","title":"What If? Fallen Son  #1","slug":"What_If%3F_Fallen_Son_Vol_1_1"}|{"supporting_chars":[{"id":"sharon_carter","slug":"Sharon_Carter","name":"Sharon Carter"},{"id":"50-state_initiative","slug":"50-State_Initiative","name":"Initiative"},{"id":"james_rhodes","slug":"James_Rhodes","name":"War Machine (James Rhodes)"},{"id":"james_rhodes","slug":"James_Rhodes","name":"War Machine (James Rhodes)"},{"id":"joseph_green","slug":"Joseph_Green","name":"Gauntlet (Joseph Green)"},{"id":"henry_gyrich","slug":"Henry_Gyrich","name":"Henry Peter Gyrich"}],"antagonists":[{"id":"johann_shmidt","slug":"Johann_Shmidt","name":"Red Skull (Johann Shmidt)"},{"id":"deviant_skrulls","slug":"Deviant_Skrulls","name":"Skrulls"},{"id":"edwin_jarvis_(skrull)","slug":"Edwin_Jarvis_(Skrull)","name":"Edwin Jarvis (Skrull)"},{"id":"timothy_dugan_(skrull)","slug":"Timothy_Dugan_(Skrull)","name":"Dum-Dum Dugan (Skrull)"}],"featured_chars":[{"id":"steven_rogers","slug":"Steven_Rogers","name":"Captain America (Steve Rogers)"},{"id":"anthony_stark","slug":"Anthony_Stark","name":"Iron Man (Tony Stark)"}]}|{"title":"What If? Fallen Son  #1","featured_chars":["Captain America (Steve Rogers)","Iron Man (Tony Stark)"],"supporting_chars":["Sharon Carter","Initiative","War Machine (James Rhodes)","War Machine (James Rhodes)","Gauntlet (Joseph Green)","Henry Peter Gyrich"],"antagonists":["Red Skull (Johann Shmidt)","Skrulls","Edwin Jarvis (Skrull)","Dum-Dum Dugan (Skrull)"]}|[]|["What If? Fallen Son  #1"]|
deadpool_vol_2_5~book|{"img":"https://vignette.wikia.nocookie.net/marveldatabase/images/c/c3/Deadpool_Vol_2_5.jpg/revision/latest/scale-to-width-down/300","title":"Deadpool Vol 2 #5","slug":"Deadpool_Vol_2_5"}|{"supporting_chars":[{"id":"druek_lovosno","slug":"Druek_Lovosno","name":"Dr. Lovosno"},{"id":"colonel_zeke","slug":"Colonel_Zeke","name":"Zeke"},{"id":"madcap","slug":"Madcap","name":"\"White Dialog Box\""}],"antagonists":[{"id":"colonel_zeke","slug":"Colonel_Zeke","name":"Colonel Zeke"},{"id":"druek_lovosno","slug":"Druek_Lovosno","name":"Dr. Lovosno"},{"id":"mrs._zeke","slug":"Mrs._Zeke","name":"Mrs. Zeke"}]}|{"title":"Deadpool Vol 2 #5","supporting_chars":["Dr. Lovosno","Zeke","\"White Dialog Box\""],"antagonists":["Colonel Zeke","Dr. Lovosno","Mrs. Zeke"]}|[]|["Deadpool Vol 2 #5"]|
she-hulk_vol_2_35~book|{"img":"https://vignette.wikia.nocookie.net/marveldatabase/images/a/a0/She-Hulk_Vol_2_35.jpg/revision/latest/scale-to-width-down/300","title":"She-Hulk Vol 2 #35","slug":"She-Hulk_Vol_2_35"}|{"supporting_chars":[{"id":"lady_liberators","slug":"Lady_Liberators","name":"Lady Liberators"}],"antagonists":[{"id":"winter_guard","slug":"Winter_Guard","name":"Winter Guard"}]}|{"title":"She-Hulk Vol 2 #35","supporting_chars":["Lady Liberators"],"antagonists":["Winter Guard"]}|[]|["She-Hulk Vol 2 #35"]|
new_exiles_vol_1_16~book|{"img":"https://vignette.wikia.nocookie.net/marveldatabase/images/0/07/New_Exiles_Vol_1_16.jpg/revision/latest/scale-to-width-down/300","title":"New Exiles  #16","slug":"New_Exiles_Vol_1_16"}|{"supporting_chars":[{"id":"nerimani","slug":"Nerimani","name":"Nerimani"},{"id":"son_of_iron_(colyn)","slug":"Son_of_Iron_(Colyn)","name":"Son of Iron"},{"id":"mercedes_knight","slug":"Mercedes_Knight","name":"Misty Knight"}],"antagonists":[{"id":"hydra","slug":"Hydra","name":"Hydra"},{"id":"susan_storm","slug":"Susan_Storm","name":"Empress Hydra (Sue Storm)"}],"featured_chars":[{"id":"exiles_(multiverse)","slug":"Exiles_(Multiverse)","name":"Exiles"},{"id":"catherine_pryde","slug":"Catherine_Pryde","name":"Cat (Catherine Pryde)"},{"id":"raphael-raven_darkholme","slug":"Raphael-Raven_Darkholme","name":"Mystiq (Raphael-Raven Darkholme)"},{"id":"kevin_mactaggert","slug":"Kevin_MacTaggert","name":"Proteus (Kevin MacTaggert)"},{"id":"anna_raven","slug":"Anna_Raven","name":"Rogue (Anna Raven)"},{"id":"remy_(gambit)","slug":"Remy_(Gambit)","name":"Gambit (Remy)"}]}|{"title":"New Exiles  #16","featured_chars":["Exiles","Cat (Catherine Pryde)","Mystiq (Raphael-Raven Darkholme)","Proteus (Kevin MacTaggert)","Rogue (Anna Raven)","Gambit (Remy)"],"supporting_chars":["Nerimani","Son of Iron","Misty Knight"],"antagonists":["Hydra","Empress Hydra (Sue Storm)"]}|[]|["New Exiles  #16"]|
amazing_spider-man_vol_1_580~book|{"img":"https://vignette.wikia.nocookie.net/marveldatabase/images/0/0c/Amazing_Spider-Man_Vol_1_580.jpg/revision/latest/scale-to-width-down/300","title":"Amazing Spider-Man  #580","slug":"Amazing_Spider-Man_Vol_1_580"}|{"supporting_chars":[{"id":"may_reilly","slug":"May_Reilly","name":"Aunt May Parker"},{"id":"joseph_robertson","slug":"Joseph_Robertson","name":"Joe \"Robbie\" Robertson"}],"featured_chars":[{"id":"peter_parker","slug":"Peter_Parker","name":"Spider-Man (Peter Parker)"}]}|{"title":"Amazing Spider-Man  #580","featured_chars":["Spider-Man (Peter Parker)"],"supporting_chars":["Aunt May Parker","Joe \"Robbie\" Robertson"]}|[]|["Amazing Spider-Man  #580"]|
