uuid|metadata|indexed_metadata|searchable_metadata|exact_matching_metadata|suggest|coordinate
vision_vol_2_11~book|{"img":"7\/76\/Vision_Vol_2_11.jpg\/revision\/latest\/scale-to-width-down\/300","title":"Vision Vol 2 #11","slug":"Vision_Vol_2_11"}|{"antagonists":[{"id":"ultimates","slug":"Ultimates","name":"Ultimates (Prime Marvel Universe)"},{"id":"adam_brashear","slug":"Adam_Brashear","name":"Blue Marvel (Dr. Adam Brashear)"},{"id":"carol_danvers","slug":"Carol_Danvers","name":"Captain Marvel \/ \"Captain Car-Ell\" (Carol Danvers)"},{"id":"monica_rambeau","slug":"Monica_Rambeau","name":"Daystar \/ Photon (Monica Rambeau)"},{"id":"t'challa","slug":"T'Challa","name":"Black Panther \/ \"Luke Charles\" (King T'Challa)"},{"id":"america_chavez_(utopian_parallel)","slug":"America_Chavez_(Utopian_Parallel)","name":"Captain America (America Chavez)"}],"featured_chars":[{"id":"virginia","slug":"Virginia","name":"Virginia"},{"id":"virginia","slug":"Virginia","name":"Virginia"},{"id":"vivian_(synthezoid)","slug":"Vivian_(Synthezoid)","name":"Viv Vision"},{"id":"sparky","slug":"Sparky","name":"Sparky"},{"id":"vision","slug":"Vision","name":"Ghost of Stone \/ Vision"}],"races_species":[{"id":"synthezoids","slug":"Synthezoids","name":"Synthezoids"},{"id":"homo_sapiens","slug":"Homo_sapiens","name":"Humans (Homo sapiens)"},{"id":"inhumans_(inhomo_supremis)","slug":"Inhumans_(Inhomo_supremis)","name":"New Attilan's Inhumans"},{"id":"homo_superior","slug":"Homo_superior","name":"Mutants (Homo superior)"},{"id":"human-kree_hybrids","slug":"Human-Kree_Hybrids","name":"Human-Kree Hybrids"},{"id":"human-inhuman_hybrids","slug":"Human-Inhuman_Hybrids","name":"Human-Inhuman Hybrids"},{"id":"androids","slug":"Androids","name":"Androids"},{"id":"cyborgs","slug":"Cyborgs","name":"Cyborgs"}]}|{"title":"Vision Vol 2 #11","featured_chars":["Virginia","Virginia","Viv Vision","Sparky","Ghost of Stone \/ Vision"],"antagonists":["Ultimates (Prime Marvel Universe)","Blue Marvel (Dr. Adam Brashear)","Captain Marvel \/ \"Captain Car-Ell\" (Carol Danvers)","Daystar \/ Photon (Monica Rambeau)","Black Panther \/ \"Luke Charles\" (King T'Challa)","Captain America (America Chavez)"],"races_species":["Synthezoids","Humans (Homo sapiens)","New Attilan's Inhumans","Mutants (Homo superior)","Human-Kree Hybrids","Human-Inhuman Hybrids","Androids","Cyborgs"]}|[]|["Vision Vol 2 #11"]|
vote_loki_vol_1_4~book|{"img":"c\/ce\/Vote_Loki_Vol_1_4.jpg\/revision\/latest\/scale-to-width-down\/300","title":"Vote Loki  #4","slug":"Vote_Loki_Vol_1_4"}|{"supporting_chars":[{"id":"loki_laufeyson_(ikol)","slug":"Loki_Laufeyson_(Ikol)","name":"Loki \/ \"Trixie the Hacker\""},{"id":"aldrif_odinsdottir","slug":"Aldrif_Odinsdottir","name":"Angela (Aldrif Odinsdottir)"},{"id":"jane_foster","slug":"Jane_Foster","name":"Thor (Dr. Jane Foster)"}],"antagonists":{"1":{"id":"hydra","slug":"Hydra","name":"Hope Yards Development and Relocation Association (H.Y.D.R.A.)"}},"featured_chars":[{"id":"nisa_contreras","slug":"Nisa_Contreras","name":"Nisa Contreras"}],"races_species":[{"id":"homo_sapiens","slug":"Homo_sapiens","name":"Humans (Homo sapiens)"},{"id":"frost_giants","slug":"Frost_Giants","name":"Frost Giant\/Sleeper"},{"id":"homo_superior","slug":"Homo_superior","name":"Mutants (Homo superior)"},{"id":"inhumans_(inhomo_supremis)","slug":"Inhumans_(Inhomo_supremis)","name":"New Attilan's Inhumans"},{"id":"asgardians","slug":"Asgardians","name":"Asgardians (Future)"},{"id":"halfworlders","slug":"Halfworlders","name":"Halfworlders"},{"id":"flora_colossus","slug":"Flora_colossus","name":"Flora colossus"}]}|{"title":"Vote Loki  #4","featured_chars":["Nisa Contreras"],"supporting_chars":["Loki \/ \"Trixie the Hacker\"","Angela (Aldrif Odinsdottir)","Thor (Dr. Jane Foster)"],"antagonists":{"1":"Hope Yards Development and Relocation Association (H.Y.D.R.A.)"},"races_species":["Humans (Homo sapiens)","Frost Giant\/Sleeper","Mutants (Homo superior)","New Attilan's Inhumans","Asgardians (Future)","Halfworlders","Flora colossus"]}|[]|["Vote Loki  #4"]|
venom:_space_knight_vol_1_12~book|{"img":"6\/69\/Venom_Space_Knight_Vol_1_12.jpg\/revision\/latest\/scale-to-width-down\/300","title":"Venom: Space Knight  #12","slug":"Venom:_Space_Knight_Vol_1_12"}|{"supporting_chars":[{"id":"venom_(klyntar)","slug":"Venom_(Klyntar)","name":"Deadpool's Black Suit"},{"id":"peter_parker","slug":"Peter_Parker","name":"Spider-Man\/The Amazing Spider (Peter Parker) (Earth-616)"},{"id":"space_knights","slug":"Space_Knights","name":"Space Knights"},{"id":"punch","slug":"Punch","name":"Punch"},{"id":"mahia","slug":"Mahia","name":"Mahia"},{"id":"earo","slug":"Earo","name":"Earo"},{"id":"j'k","slug":"J'k","name":"J'k"},{"id":"wink","slug":"Wink","name":"Wink"}],"featured_chars":[{"id":"eugene_thompson","slug":"Eugene_Thompson","name":"Venom\/\"Hail Mary, the Mother Superior of Punishment\" (Flash Thompson)"}],"races_species":[{"id":"klyntar_(race)","slug":"Klyntar_(Race)","name":"Symbiotes"},{"id":"homo_sapiens","slug":"Homo_sapiens","name":"Humans (Homo sapiens)"}]}|{"title":"Venom: Space Knight  #12","featured_chars":["Venom\/\"Hail Mary, the Mother Superior of Punishment\" (Flash Thompson)"],"supporting_chars":["Deadpool's Black Suit","Spider-Man\/The Amazing Spider (Peter Parker) (Earth-616)","Space Knights","Punch","Mahia","Earo","J'k","Wink"],"races_species":["Symbiotes","Humans (Homo sapiens)"]}|[]|["Venom: Space Knight  #12"]|
deadpool_%26_the_mercs_for_money_vol_2_3~book|{"img":"4\/4b\/Deadpool_%26_the_Mercs_for_Money_Vol_2_3.jpg\/revision\/latest\/scale-to-width-down\/300","title":"Deadpool &amp; the Mercs for Money Vol 2 #3","slug":"Deadpool_%26_the_Mercs_for_Money_Vol_2_3"}|{"supporting_chars":[{"id":"umbral_dynamics","slug":"Umbral_Dynamics","name":"Umbral Dynamics"},{"id":"x-51","slug":"X-51","name":"Machine Man \/ Techno Spider (Aaron Stack)"}],"antagonists":[{"id":"frank_simpson","slug":"Frank_Simpson","name":"Scourge (Frank Simpson)"},{"id":"ralph_roberts","slug":"Ralph_Roberts","name":"Cobalt Man (Ralph Roberts)"}],"featured_chars":[{"id":"mercs_for_money","slug":"Mercs_for_Money","name":"Mercs for Money"},{"id":"masacre","slug":"Masacre","name":"Masacre"},{"id":"terror_(shreck)","slug":"Terror_(Shreck)","name":"Deadpool (Terror)"},{"id":"steven_harmon","slug":"Steven_Harmon","name":"Slapstick \/ The Adversary (Steve Harmon)"},{"id":"james_bourne","slug":"James_Bourne","name":"Deadpool (James Bourne)"},{"id":"gregory_salinger","slug":"Gregory_Salinger","name":"Foolkiller (Greg Salinger)"},{"id":"walter_newell","slug":"Walter_Newell","name":"Sir Devilfish \/ Stingray (Walter Newell)"}],"races_species":[{"id":"homo_sapiens","slug":"Homo_sapiens","name":"Humans (Homo sapiens)"},{"id":"homo_superior","slug":"Homo_superior","name":"Mutants (Homo superior)"}]}|{"title":"Deadpool &amp; the Mercs for Money Vol 2 #3","featured_chars":["Mercs for Money","Masacre","Deadpool (Terror)","Slapstick \/ The Adversary (Steve Harmon)","Deadpool (James Bourne)","Foolkiller (Greg Salinger)","Sir Devilfish \/ Stingray (Walter Newell)"],"supporting_chars":["Umbral Dynamics","Machine Man \/ Techno Spider (Aaron Stack)"],"antagonists":["Scourge (Frank Simpson)","Cobalt Man (Ralph Roberts)"],"races_species":["Humans (Homo sapiens)","Mutants (Homo superior)"]}|[]|["Deadpool &amp; the Mercs for Money Vol 2 #3"]|
invincible_iron_man_vol_2_13~book|{"img":"0\/08\/Invincible_Iron_Man_Vol_2_13.jpg\/revision\/latest\/scale-to-width-down\/300","title":"Invincible Iron Man Vol 2 #13","slug":"Invincible_Iron_Man_Vol_2_13"}|{"supporting_chars":[{"id":"victor_von_doom","slug":"Victor_von_Doom","name":"God Emperor Doom \/ Doctor Doom (Victor von Doom)"},{"id":"amara_perera","slug":"Amara_Perera","name":"Dr. Amara Perera"},{"id":"james_rhodes","slug":"James_Rhodes","name":"War Machine \/ Thor (Grand Marshal Jim Rhodes)"},{"id":"stark_industries","slug":"Stark_Industries","name":"Stark Industries Board of Directors"},{"id":"mary_jane_watson","slug":"Mary_Jane_Watson","name":"Spinneret \/ Venom (Mary Jane Watson-Parker)"}],"antagonists":[{"id":"crimson_dynamo","slug":"Crimson_Dynamo","name":"Crimson Dynamos"}],"featured_chars":[{"id":"anthony_stark","slug":"Anthony_Stark","name":"Iron Man (Anthony Stark) (Earth-81191)"}],"races_species":[{"id":"homo_sapiens","slug":"Homo_sapiens","name":"Humans (Homo sapiens)"},{"id":"inhumans_(inhomo_supremis)","slug":"Inhumans_(Inhomo_supremis)","name":"New Attilan's Inhumans"},{"id":"human-kree_hybrids","slug":"Human-Kree_Hybrids","name":"Human-Kree Hybrids"}]}|{"title":"Invincible Iron Man Vol 2 #13","featured_chars":["Iron Man (Anthony Stark) (Earth-81191)"],"supporting_chars":["God Emperor Doom \/ Doctor Doom (Victor von Doom)","Dr. Amara Perera","War Machine \/ Thor (Grand Marshal Jim Rhodes)","Stark Industries Board of Directors","Spinneret \/ Venom (Mary Jane Watson-Parker)"],"antagonists":["Crimson Dynamos"],"races_species":["Humans (Homo sapiens)","New Attilan's Inhumans","Human-Kree Hybrids"]}|[]|["Invincible Iron Man Vol 2 #13"]|
moon_knight_vol_8_6~book|{"img":"6\/6b\/Moon_Knight_Vol_8_6.jpg\/revision\/latest\/scale-to-width-down\/300","title":"Moon Knight Vol 8 #6","slug":"Moon_Knight_Vol_8_6"}|{"supporting_chars":[{"id":"marc_spector","slug":"Marc_Spector","name":"Moon Knight \/ Mister Knight \/ Lockley (Marc Spector)"},{"id":"marlene_alraune","slug":"Marlene_Alraune","name":"Marlene Fontaine"},{"id":"marc_spector","slug":"Marc_Spector","name":"Moon Knight \/ Mister Knight \/ Lockley (Marc Spector)"},{"id":"bertrand_crawley","slug":"Bertrand_Crawley","name":"Crawley (Bertrand Crawley)"},{"id":"marc_spector","slug":"Marc_Spector","name":"Moon Knight \/ Mister Knight \/ Lockley (Marc Spector)"},{"id":"marc_spector","slug":"Marc_Spector","name":"Moon Knight \/ Mister Knight \/ Lockley (Marc Spector)"},{"id":"jean-paul_duchamp","slug":"Jean-Paul_Duchamp","name":"Frenchie (Jean-Paul Duchamp)"}],"antagonists":[{"id":"werewolves","slug":"Werewolves","name":"Space Wolves"}],"featured_chars":[{"id":"marc_spector","slug":"Marc_Spector","name":"Moon Knight \/ Mister Knight \/ Lockley (Marc Spector)"}],"races_species":[{"id":"homo_sapiens","slug":"Homo_sapiens","name":"Humans (Homo sapiens)"},{"id":"hellbent","slug":"Hellbent","name":"Hellbent"},{"id":"werewolves","slug":"Werewolves","name":"Space Wolves"}]}|{"title":"Moon Knight Vol 8 #6","featured_chars":["Moon Knight \/ Mister Knight \/ Lockley (Marc Spector)"],"supporting_chars":["Moon Knight \/ Mister Knight \/ Lockley (Marc Spector)","Marlene Fontaine","Moon Knight \/ Mister Knight \/ Lockley (Marc Spector)","Crawley (Bertrand Crawley)","Moon Knight \/ Mister Knight \/ Lockley (Marc Spector)","Moon Knight \/ Mister Knight \/ Lockley (Marc Spector)","Frenchie (Jean-Paul Duchamp)"],"antagonists":["Space Wolves"],"races_species":["Humans (Homo sapiens)","Hellbent","Space Wolves"]}|[]|["Moon Knight Vol 8 #6"]|
marvel%27s_doctor_strange_prelude_infinite_comic_vol_1_1~book|{"img":"2\/2c\/Marvel%27s_Doctor_Strange_Prelude_Infinite_Comic_Vol_1_1.jpg\/revision\/latest\/scale-to-width-down\/300","title":"Marvel's Doctor Strange Prelude Infinite Comic  #1","slug":"Marvel%27s_Doctor_Strange_Prelude_Infinite_Comic_Vol_1_1"}|{"supporting_chars":[{"id":"masters_of_the_mystic_arts","slug":"Masters_of_the_Mystic_Arts","name":"Masters of the Mystic Arts"}],"races_species":[{"id":"homo_sapiens","slug":"Homo_sapiens","name":"Humans (Homo sapiens)"}]}|{"title":"Marvel's Doctor Strange Prelude Infinite Comic  #1","supporting_chars":["Masters of the Mystic Arts"],"races_species":["Humans (Homo sapiens)"]}|[]|["Marvel's Doctor Strange Prelude Infinite Comic  #1"]|
all-new_inhumans_vol_1_11~book|{"img":"a\/ae\/All-New_Inhumans_Vol_1_11.jpg\/revision\/latest\/scale-to-width-down\/300","title":"All-New Inhumans  #11","slug":"All-New_Inhumans_Vol_1_11"}|{"supporting_chars":[{"id":"homo_superior","slug":"Homo_superior","name":"Mutants (Homo superior)"},{"id":"luna_maximoff","slug":"Luna_Maximoff","name":"Luna Maximoff"},{"id":"petras_petragon","slug":"Petras_Petragon","name":"Petras Petragon"},{"id":"strategic_homeland_intervention,_enforcement_and_logistics_division","slug":"Strategic_Homeland_Intervention,_Enforcement_and_Logistics_Division","name":"S.H.I.E.L.D. agents"},{"id":"daisy_johnson","slug":"Daisy_Johnson","name":"Quake (Agent Daisy Johnson)"}],"featured_chars":[{"id":"royal_inhuman_diplomatic_mission","slug":"Royal_Inhuman_Diplomatic_Mission","name":"Royal Inhuman Diplomatic Mission"},{"id":"joanna_cargill","slug":"Joanna_Cargill","name":"Frenzy (Joanna Cargill)"},{"id":"crystalia_amaquelin","slug":"Crystalia_Amaquelin","name":"Elementelle \/ Crystal Maximoff"},{"id":"naja","slug":"Naja","name":"Naja"},{"id":"jaycen","slug":"Jaycen","name":"King of the Moon (Jaycen)"},{"id":"dinesh_deol","slug":"Dinesh_Deol","name":"Grid (Dinesh Deol)"},{"id":"gorgon_petragon","slug":"Gorgon_Petragon","name":"Gorgon (Gorgon Petragon)"},{"id":"ash_minnick","slug":"Ash_Minnick","name":"Panacea (Ash Minnick)"},{"id":"jovana","slug":"Jovana","name":"Captain Swain (Jovana)"},{"id":"hubartes_plutaris","slug":"Hubartes_Plutaris","name":"Hub (Hubartes Plutaris)"}],"races_species":[{"id":"homo_superior","slug":"Homo_superior","name":"Mutants (Homo superior)"},{"id":"homo_sapiens","slug":"Homo_sapiens","name":"Humans (Homo sapiens)"},{"id":"inhumans_(inhomo_supremis)","slug":"Inhumans_(Inhomo_supremis)","name":"New Attilan's Inhumans"},{"id":"human-inhuman_hybrids","slug":"Human-Inhuman_Hybrids","name":"Human-Inhuman Hybrids"}]}|{"title":"All-New Inhumans  #11","featured_chars":["Royal Inhuman Diplomatic Mission","Frenzy (Joanna Cargill)","Elementelle \/ Crystal Maximoff","Naja","King of the Moon (Jaycen)","Grid (Dinesh Deol)","Gorgon (Gorgon Petragon)","Panacea (Ash Minnick)","Captain Swain (Jovana)","Hub (Hubartes Plutaris)"],"supporting_chars":["Mutants (Homo superior)","Luna Maximoff","Petras Petragon","S.H.I.E.L.D. agents","Quake (Agent Daisy Johnson)"],"races_species":["Mutants (Homo superior)","Humans (Homo sapiens)","New Attilan's Inhumans","Human-Inhuman Hybrids"]}|[]|["All-New Inhumans  #11"]|
all-new_x-men_vol_2_13~book|{"img":"a\/ac\/All-New_X-Men_Vol_2_13.jpg\/revision\/latest\/scale-to-width-down\/300","title":"All-New X-Men Vol 2 #13","slug":"All-New_X-Men_Vol_2_13"}|{"supporting_chars":[{"id":"royal_inhuman_diplomatic_mission","slug":"Royal_Inhuman_Diplomatic_Mission","name":"Royal Inhuman Diplomatic Mission"},{"id":"romeo_(inhuman)","slug":"Romeo_(Inhuman)","name":"Romeo"},{"id":"gorgon_petragon","slug":"Gorgon_Petragon","name":"Gorgon (Gorgon Petragon)"},{"id":"naja","slug":"Naja","name":"Naja"},{"id":"crystalia_amaquelin","slug":"Crystalia_Amaquelin","name":"Elementelle \/ Crystal Maximoff"},{"id":"dinesh_deol","slug":"Dinesh_Deol","name":"Grid (Dinesh Deol)"},{"id":"jaycen","slug":"Jaycen","name":"King of the Moon (Jaycen)"}],"featured_chars":[{"id":"x-men","slug":"X-Men","name":"X-Men (Jean Grey School's Team)"},{"id":"idie_okonkwo","slug":"Idie_Okonkwo","name":"Death (Idie Okonkwo)"},{"id":"robert_drake","slug":"Robert_Drake","name":"Iceman (Bobby Drake) (Past)"},{"id":"evan_sabahnur","slug":"Evan_Sabahnur","name":"Apocalypse (Genesis) (Earth-12034)"},{"id":"henry_mccoy","slug":"Henry_McCoy","name":"Beast (Henry McCoy of Earth-763)"}],"races_species":[{"id":"homo_sapiens","slug":"Homo_sapiens","name":"Humans (Homo sapiens)"},{"id":"homo_superior","slug":"Homo_superior","name":"Mutants (Homo superior)"},{"id":"human-inhuman_hybrids","slug":"Human-Inhuman_Hybrids","name":"Human-Inhuman Hybrids"},{"id":"inhumans_(inhomo_supremis)","slug":"Inhumans_(Inhomo_supremis)","name":"New Attilan's Inhumans"}]}|{"title":"All-New X-Men Vol 2 #13","featured_chars":["X-Men (Jean Grey School's Team)","Death (Idie Okonkwo)","Iceman (Bobby Drake) (Past)","Apocalypse (Genesis) (Earth-12034)","Beast (Henry McCoy of Earth-763)"],"supporting_chars":["Royal Inhuman Diplomatic Mission","Romeo","Gorgon (Gorgon Petragon)","Naja","Elementelle \/ Crystal Maximoff","Grid (Dinesh Deol)","King of the Moon (Jaycen)"],"races_species":["Humans (Homo sapiens)","Mutants (Homo superior)","Human-Inhuman Hybrids","New Attilan's Inhumans"]}|[]|["All-New X-Men Vol 2 #13"]|
civil_war_ii:_amazing_spider-man_vol_1_4~book|{"img":"7\/79\/Civil_War_II_Amazing_Spider-Man_Vol_1_4.jpg\/revision\/latest\/scale-to-width-down\/300","title":"Civil War II: Amazing Spider-Man  #4","slug":"Civil_War_II:_Amazing_Spider-Man_Vol_1_4"}|{"supporting_chars":[{"id":"ulysses_cain","slug":"Ulysses_Cain","name":"Ulysses Cain"},{"id":"carol_danvers","slug":"Carol_Danvers","name":"Captain Marvel \/ \"Captain Car-Ell\" (Carol Danvers)"}],"antagonists":[{"id":"clayton_cole","slug":"Clayton_Cole","name":"Clash (Dr. Clayton Cole)"}],"featured_chars":[{"id":"peter_parker","slug":"Peter_Parker","name":"Spider-Man\/The Amazing Spider (Peter Parker) (Earth-616)"}],"races_species":[{"id":"homo_sapiens","slug":"Homo_sapiens","name":"Humans (Homo sapiens)"},{"id":"inhumans_(inhomo_supremis)","slug":"Inhumans_(Inhomo_supremis)","name":"New Attilan's Inhumans"}]}|{"title":"Civil War II: Amazing Spider-Man  #4","featured_chars":["Spider-Man\/The Amazing Spider (Peter Parker) (Earth-616)"],"supporting_chars":["Ulysses Cain","Captain Marvel \/ \"Captain Car-Ell\" (Carol Danvers)"],"antagonists":["Clash (Dr. Clayton Cole)"],"races_species":["Humans (Homo sapiens)","New Attilan's Inhumans"]}|[]|["Civil War II: Amazing Spider-Man  #4"]|
civil_war_ii:_ulysses_vol_1_2~book|{"img":"d\/d6\/Civil_War_II_Ulysses_Vol_1_2.jpg\/revision\/latest\/scale-to-width-down\/300","title":"Civil War II: Ulysses  #2","slug":"Civil_War_II:_Ulysses_Vol_1_2"}|{"supporting_chars":[{"id":"port_of_portland_police_department?action=edit&redlink=1","slug":"Port_of_Portland_Police_Department?action=edit&redlink=1","name":"Port of Portland Police Department"},{"id":"tongue_(inhuman)","slug":"Tongue_(Inhuman)","name":"Tongue"}],"featured_chars":[{"id":"ulysses_cain","slug":"Ulysses_Cain","name":"Ulysses Cain"},{"id":"karnak_mander-azur","slug":"Karnak_Mander-Azur","name":"Magister Karnak"}],"races_species":[{"id":"inhumans_(inhomo_supremis)","slug":"Inhumans_(Inhomo_supremis)","name":"New Attilan's Inhumans"},{"id":"homo_sapiens","slug":"Homo_sapiens","name":"Humans (Homo sapiens)"}]}|{"title":"Civil War II: Ulysses  #2","featured_chars":["Ulysses Cain","Magister Karnak"],"supporting_chars":["Port of Portland Police Department","Tongue"],"races_species":["New Attilan's Inhumans","Humans (Homo sapiens)"]}|[]|["Civil War II: Ulysses  #2"]|
spider-man_2099_vol_3_15~book|{"img":"8\/82\/Spider-Man_2099_Vol_3_15.jpg\/revision\/latest\/scale-to-width-down\/300","title":"Spider-Man 2099 Vol 3 #15","slug":"Spider-Man_2099_Vol_3_15"}|{"supporting_chars":[{"id":"strange_(jeannie)","slug":"Strange_(Jeannie)","name":"Strange (Jeannie)"},{"id":"moon_knight_(tabitha)","slug":"Moon_Knight_(Tabitha)","name":"Moon Knight (Tabitha)"},{"id":"samuel_fisk","slug":"Samuel_Fisk","name":"Daredevil (Sam Fisk)"},{"id":"shakti_haddad","slug":"Shakti_Haddad","name":"Cerebra (Shakti Haddad)"},{"id":"black_widow_(tania)","slug":"Black_Widow_(Tania)","name":"Black Widow (Tania)"},{"id":"john_eisenhart","slug":"John_Eisenhart","name":"Hulk (John Eisenhart)"},{"id":"hercules","slug":"Hercules","name":"Hercules\/\"Sub-Mariner\""},{"id":"hawkeye_(max)","slug":"Hawkeye_(Max)","name":"Hawkeye (Max)"},{"id":"roman","slug":"Roman","name":"Sub-Mariner (Roman)"},{"id":"paul-philip_ravage","slug":"Paul-Philip_Ravage","name":"Ravage (Paul-Philip Ravage)"}],"antagonists":[{"id":"alchemax","slug":"Alchemax","name":"Alchemax Genetics"},{"id":"power_pack","slug":"Power_Pack","name":"Power Pack"},{"id":"jack_power_(skrull)","slug":"Jack_Power_(Skrull)","name":"Mass Master (\"Jack Power\")"},{"id":"katherine_power_(skrull)","slug":"Katherine_Power_(Skrull)","name":"Energizer (\"Katie Power\")"},{"id":"julie_power_(skrull)","slug":"Julie_Power_(Skrull)","name":"Lightspeed (\"Julie Power\")"}],"featured_chars":[{"id":"miguel_o'hara","slug":"Miguel_O'Hara","name":"\"Mike O'Mara\" \/ Spider-Man (Miguel O'Hara)"},{"id":"roberta_mendez","slug":"Roberta_Mendez","name":"Captain America (Roberta Mendez)"}],"races_species":[{"id":"cyborgs","slug":"Cyborgs","name":"Cyborgs"},{"id":"homo_sapiens","slug":"Homo_sapiens","name":"Humans (Homo sapiens)"},{"id":"homo_superior","slug":"Homo_superior","name":"Mutants (Homo superior)"},{"id":"human-olympian_hybrids","slug":"Human-Olympian_Hybrids","name":"Human-Olympian Hybrids"},{"id":"human-bird_hybrids","slug":"Human-Bird_Hybrids","name":"Human-Bird Hybrids"},{"id":"atlantean-human_hybrids","slug":"Atlantean-Human_Hybrids","name":"Atlantean-Mutant Hybrids"},{"id":"mutroids","slug":"Mutroids","name":"Mutroids"}]}|{"title":"Spider-Man 2099 Vol 3 #15","featured_chars":["\"Mike O'Mara\" \/ Spider-Man (Miguel O'Hara)","Captain America (Roberta Mendez)"],"supporting_chars":["Strange (Jeannie)","Moon Knight (Tabitha)","Daredevil (Sam Fisk)","Cerebra (Shakti Haddad)","Black Widow (Tania)","Hulk (John Eisenhart)","Hercules\/\"Sub-Mariner\"","Hawkeye (Max)","Sub-Mariner (Roman)","Ravage (Paul-Philip Ravage)"],"antagonists":["Alchemax Genetics","Power Pack","Mass Master (\"Jack Power\")","Energizer (\"Katie Power\")","Lightspeed (\"Julie Power\")"],"races_species":["Cyborgs","Humans (Homo sapiens)","Mutants (Homo superior)","Human-Olympian Hybrids","Human-Bird Hybrids","Atlantean-Mutant Hybrids","Mutroids"]}|[]|["Spider-Man 2099 Vol 3 #15"]|
uncanny_avengers_vol_3_14~book|{"img":"f\/f2\/Uncanny_Avengers_Vol_3_14.jpg\/revision\/latest\/scale-to-width-down\/300","title":"Uncanny Avengers Vol 3 #14","slug":"Uncanny_Avengers_Vol_3_14"}|{"supporting_chars":[{"id":"anthony_stark","slug":"Anthony_Stark","name":"Iron Man (Anthony Stark) (Earth-81191)"},{"id":"mortimer_toynbee","slug":"Mortimer_Toynbee","name":"Agent Toad (Mortimer Toynbee)"},{"id":"sebastian_shaw","slug":"Sebastian_Shaw","name":"Black King (Sebastian Shaw)"},{"id":"belle_(a.i.)","slug":"Belle_(A.I.)","name":"Belle"}],"antagonists":[{"id":"hand","slug":"Hand","name":"Hand ninjas"},{"id":"daniel_drumm","slug":"Daniel_Drumm","name":"Daniel Drumm"},{"id":"johann_shmidt_(clone)","slug":"Johann_Shmidt_(Clone)","name":"Red Skull \/ \"Father Patrick\" (Johann Schmidt)"}],"featured_chars":[{"id":"avengers_unity_division","slug":"Avengers_Unity_Division","name":"Avengers Unity Division"},{"id":"wade_wilson","slug":"Wade_Wilson","name":"Deadpool \/ \"Steve Zahn\" \/ Dead Fist (Wade Wilson)"},{"id":"emily_guerrero","slug":"Emily_Guerrero","name":"Synapse (Emily Guerrero)"},{"id":"pietro_maximoff","slug":"Pietro_Maximoff","name":"Quicksilver (Pietro Maximoff) (Earth-7153)"},{"id":"steven_rogers","slug":"Steven_Rogers","name":"Captain America (Kobik's Timeline's Steve Rogers)"},{"id":"jericho_drumm","slug":"Jericho_Drumm","name":"Brother Voodoo (Jericho Drumm)"},{"id":"jonathan_storm","slug":"Jonathan_Storm","name":"Human Torch (Johnny Storm) (past)"},{"id":"rogue_(anna_marie)","slug":"Rogue_(Anna_Marie)","name":"Rogue (Anna Marie Lehnsherr)"}],"races_species":[{"id":"homo_sapiens","slug":"Homo_sapiens","name":"Humans (Homo sapiens)"},{"id":"homo_superior","slug":"Homo_superior","name":"Mutants (Homo superior)"},{"id":"human-inhuman_hybrids","slug":"Human-Inhuman_Hybrids","name":"Human-Inhuman Hybrids"},{"id":"zenn-lavians","slug":"Zenn-Lavians","name":"Zenn-Lavians"}]}|{"title":"Uncanny Avengers Vol 3 #14","featured_chars":["Avengers Unity Division","Deadpool \/ \"Steve Zahn\" \/ Dead Fist (Wade Wilson)","Synapse (Emily Guerrero)","Quicksilver (Pietro Maximoff) (Earth-7153)","Captain America (Kobik's Timeline's Steve Rogers)","Brother Voodoo (Jericho Drumm)","Human Torch (Johnny Storm) (past)","Rogue (Anna Marie Lehnsherr)"],"supporting_chars":["Iron Man (Anthony Stark) (Earth-81191)","Agent Toad (Mortimer Toynbee)","Black King (Sebastian Shaw)","Belle"],"antagonists":["Hand ninjas","Daniel Drumm","Red Skull \/ \"Father Patrick\" (Johann Schmidt)"],"races_species":["Humans (Homo sapiens)","Mutants (Homo superior)","Human-Inhuman Hybrids","Zenn-Lavians"]}|[]|["Uncanny Avengers Vol 3 #14"]|
