uuid|metadata|indexed_metadata|searchable_metadata|exact_matching_metadata|suggest|coordinate
doctor_strange_and_the_sorcerers_supreme_vol_1_4~book|{"img":"4\/4e\/Doctor_Strange_and_the_Sorcerers_Supreme_Vol_1_4.jpg\/revision\/latest\/scale-to-width-down\/300","title":"Doctor Strange and the Sorcerers Supreme  #4","slug":"Doctor_Strange_and_the_Sorcerers_Supreme_Vol_1_4"}|{"supporting_chars":[{"id":"stephen_strange","slug":"Stephen_Strange","name":"Cyclops Doctor Strange (Stephen Strange)"},{"id":"mindful_one","slug":"Mindful_One","name":"Mindful One"},{"id":"kushala","slug":"Kushala","name":"Demon Rider (Kushala)"},{"id":"yao","slug":"Yao","name":"Ancient One (Yao)"},{"id":"william_kaplan","slug":"William_Kaplan","name":"Wiccan \/ Demiurge (Billy Kaplan)"}],"antagonists":[{"id":"forgotten_(collective)","slug":"Forgotten_(Collective)","name":"The Forgotten"}],"featured_chars":[{"id":"nina_(sorcerer_supreme)","slug":"Nina_(Sorcerer_Supreme)","name":"Nina the Conjuror"}],"races_species":[{"id":"homo_sapiens","slug":"Homo_sapiens","name":"Humans (Homo sapiens)"},{"id":"mindless_ones","slug":"Mindless_Ones","name":"Black Hole Sons"},{"id":"homo_superior","slug":"Homo_superior","name":"Mutants (Homo superior)"},{"id":"demons","slug":"Demons","name":"An Unidentified Demon"}]}|{"title":"Doctor Strange and the Sorcerers Supreme  #4","featured_chars":["Nina the Conjuror"],"supporting_chars":["Cyclops Doctor Strange (Stephen Strange)","Mindful One","Demon Rider (Kushala)","Ancient One (Yao)","Wiccan \/ Demiurge (Billy Kaplan)"],"antagonists":["The Forgotten"],"races_species":["Humans (Homo sapiens)","Black Hole Sons","Mutants (Homo superior)","An Unidentified Demon"]}|[]|["Doctor Strange and the Sorcerers Supreme  #4"]|
silk_vol_2_19~book|{"img":"b\/bd\/Silk_Vol_2_19.jpg\/revision\/latest\/scale-to-width-down\/300","title":"Silk Vol 2 #19","slug":"Silk_Vol_2_19"}|{"supporting_chars":[{"id":"albert_moon_sr.","slug":"Albert_Moon_Sr.","name":"Albert Moon, Sr."},{"id":"hector_cervantez","slug":"Hector_Cervantez","name":"Spectro (Hector Cervantez)"},{"id":"strategic_homeland_intervention,_enforcement_and_logistics_division","slug":"Strategic_Homeland_Intervention,_Enforcement_and_Logistics_Division","name":"S.H.I.E.L.D. agents"},{"id":"barbara_morse","slug":"Barbara_Morse","name":"Agent 19 \/ Mockingbird (Bobbi Morse)"}],"antagonists":[{"id":"tamara_pearson","slug":"Tamara_Pearson","name":"Fang (Tamara Pearson)"}],"featured_chars":[{"id":"cindy_moon","slug":"Cindy_Moon","name":"Silk \/ Silkworm (Cindy Moon)"}],"races_species":[{"id":"homo_sapiens","slug":"Homo_sapiens","name":"Humans (Homo sapiens)"}]}|{"title":"Silk Vol 2 #19","featured_chars":["Silk \/ Silkworm (Cindy Moon)"],"supporting_chars":["Albert Moon, Sr.","Spectro (Hector Cervantez)","S.H.I.E.L.D. agents","Agent 19 \/ Mockingbird (Bobbi Morse)"],"antagonists":["Fang (Tamara Pearson)"],"races_species":["Humans (Homo sapiens)"]}|[]|["Silk Vol 2 #19"]|
punisher_vol_11_11~book|{"img":"f\/f1\/Punisher_Vol_11_11.jpg\/revision\/latest\/scale-to-width-down\/300","title":"Punisher Vol 11 11","slug":"Punisher_Vol_11_11"}|{"supporting_chars":[{"id":"drug_enforcement_administration","slug":"Drug_Enforcement_Administration","name":"Drug Enforcement Administration"},{"id":"agent_ortiz","slug":"Agent_Ortiz","name":"Agent Ortiz"}],"antagonists":[{"id":"condor_private_military_company","slug":"Condor_Private_Military_Company","name":"Condor"},{"id":"olaf_(usmc)","slug":"Olaf_(USMC)","name":"Olaf"},{"id":"face_(condor_private_military_company)","slug":"Face_(Condor_Private_Military_Company)","name":"Face"}],"featured_chars":[{"id":"frank_castle","slug":"Frank_Castle","name":"Punisher \/ Captain America (Frank Castle)"}],"races_species":[{"id":"homo_sapiens","slug":"Homo_sapiens","name":"Humans (Homo sapiens)"}]}|{"title":"Punisher Vol 11 11","featured_chars":["Punisher \/ Captain America (Frank Castle)"],"supporting_chars":["Drug Enforcement Administration","Agent Ortiz"],"antagonists":["Condor","Olaf","Face"],"races_species":["Humans (Homo sapiens)"]}|[]|["Punisher Vol 11 11"]|
u.s.avengers_vol_1_5~book|{"img":"d\/de\/U.S.Avengers_Vol_1_5.jpg\/revision\/latest\/scale-to-width-down\/300","title":"U.S.Avengers  #5","slug":"U.S.Avengers_Vol_1_5"}|{"supporting_chars":[{"id":"isabel_kane","slug":"Isabel_Kane","name":"Smasher\/Messenger (Izzy Kane)"}],"antagonists":[{"id":"hydra","slug":"Hydra","name":"Hope Yards Development and Relocation Association (H.Y.D.R.A.)"},{"id":"steven_rogers","slug":"Steven_Rogers","name":"Captain America (Kobik's Timeline's Steve Rogers)"},{"id":"agent_kyle?action=edit&redlink=1","slug":"Agent_Kyle?action=edit&redlink=1","name":"Agent Kyle"},{"id":"erik_selvig","slug":"Erik_Selvig","name":"Doctor Erik Selvig"},{"id":"army_of_evil","slug":"Army_of_Evil","name":"Army of Evil"},{"id":"wrecking_crew","slug":"Wrecking_Crew","name":"The Wrecking Crew"},{"id":"brian_calusky","slug":"Brian_Calusky","name":"Piledriver (Brian Calusky)"},{"id":"eliot_franklin_(thunderball)","slug":"Eliot_Franklin_(Thunderball)","name":"Thunderball (Dr. Eliot Franklin)"},{"id":"henry_camp","slug":"Henry_Camp","name":"Bulldozer (Henry Camp)"},{"id":"dirk_garthwaite","slug":"Dirk_Garthwaite","name":"Wrecker (Dirk Garthwaite)"}],"featured_chars":[{"id":"u.s.avengers","slug":"U.S.Avengers","name":"U.S.Avengers"},{"id":"roberto_da_costa","slug":"Roberto_da_Costa","name":"Sunspot (Berto da Costa) (Future)"},{"id":"aikku_jokinen","slug":"Aikku_Jokinen","name":"Enigma (Aikku Jokinen)"},{"id":"toni_ho","slug":"Toni_Ho","name":"Iron Patriot (Dr. Toni Ho)"},{"id":"robert_maverick","slug":"Robert_Maverick","name":"Iron Hulk (Gen. Robert L. Maverick)"},{"id":"doreen_green","slug":"Doreen_Green","name":"Squirrel Girl \/ Lady Crimepocalypse (Doreen Green)"},{"id":"samuel_guthrie","slug":"Samuel_Guthrie","name":"Cannonball (Sam Guthrie) (Future)"}],"races_species":[{"id":"homo_sapiens","slug":"Homo_sapiens","name":"Humans (Homo sapiens)"},{"id":"homo_superior","slug":"Homo_superior","name":"Mutants (Homo superior)"},{"id":"gorillas","slug":"Gorillas","name":"Gorillas"},{"id":"squirrels","slug":"Squirrels","name":"Flying Squirrels"},{"id":"glossary:alien","slug":"Glossary:Alien","name":"Aliens"},{"id":"shi'ar_(race)","slug":"Shi'ar_(Race)","name":"Shi'ar"},{"id":"chitauri","slug":"Chitauri","name":"Unidentified alien species"}]}|{"title":"U.S.Avengers  #5","featured_chars":["U.S.Avengers","Sunspot (Berto da Costa) (Future)","Enigma (Aikku Jokinen)","Iron Patriot (Dr. Toni Ho)","Iron Hulk (Gen. Robert L. Maverick)","Squirrel Girl \/ Lady Crimepocalypse (Doreen Green)","Cannonball (Sam Guthrie) (Future)"],"supporting_chars":["Smasher\/Messenger (Izzy Kane)"],"antagonists":["Hope Yards Development and Relocation Association (H.Y.D.R.A.)","Captain America (Kobik's Timeline's Steve Rogers)","Agent Kyle","Doctor Erik Selvig","Army of Evil","The Wrecking Crew","Piledriver (Brian Calusky)","Thunderball (Dr. Eliot Franklin)","Bulldozer (Henry Camp)","Wrecker (Dirk Garthwaite)"],"races_species":["Humans (Homo sapiens)","Mutants (Homo superior)","Gorillas","Flying Squirrels","Aliens","Shi'ar","Unidentified alien species"]}|[]|["U.S.Avengers  #5"]|
totally_awesome_hulk_vol_1_18~book|{"img":"e\/e2\/Totally_Awesome_Hulk_Vol_1_18.jpg\/revision\/latest\/scale-to-width-down\/300","title":"Totally Awesome Hulk  #18","slug":"Totally_Awesome_Hulk_Vol_1_18"}|{"supporting_chars":[{"id":"new_york_city_police_department","slug":"New_York_City_Police_Department","name":"New York City Police Department"},{"id":"new_york_city_police_department","slug":"New_York_City_Police_Department","name":"New York City Police Department"},{"id":"zaid_ahmed","slug":"Zaid_Ahmed","name":"Zee Zee Ahmed"},{"id":"arnold_kovac","slug":"Arnold_Kovac","name":"Arnie Kovac"}],"antagonists":[{"id":"imperial_guard_of_seknarf_seven","slug":"Imperial_Guard_of_Seknarf_Seven","name":"Imperial Guard of Seknarf Seven"},{"id":"phalkan","slug":"Phalkan","name":"Prince Regent Phalkan"},{"id":"blargon","slug":"Blargon","name":"Blargon"}],"featured_chars":[{"id":"protectors","slug":"Protectors","name":"Protectors"},{"id":"james_woo","slug":"James_Woo","name":"Yellow Claw (Jimmy Woo)"},{"id":"shang-chi","slug":"Shang-Chi","name":"Shang-Chi"},{"id":"amadeus_cho","slug":"Amadeus_Cho","name":"Hulk \/ \"Amadeus Park\" (Amadeus Cho)"},{"id":"cindy_moon","slug":"Cindy_Moon","name":"Silk \/ Silkworm (Cindy Moon)"},{"id":"kamala_khan","slug":"Kamala_Khan","name":"\"Karina Karuso\" \/ Ms. Marvel (Kamala Khan)"},{"id":"jacob_oh","slug":"Jacob_Oh","name":"Agent Jake Oh"}],"races_species":[{"id":"homo_sapiens","slug":"Homo_sapiens","name":"Humans (Homo sapiens)"},{"id":"human-inhuman_hybrids","slug":"Human-Inhuman_Hybrids","name":"Human-Inhuman Hybrids"},{"id":"seknarfians?action=edit&redlink=1","slug":"Seknarfians?action=edit&redlink=1","name":"Seknarfians"},{"id":"mutant-alien_hybrids","slug":"Mutant-Alien_Hybrids","name":"Mutant-Alien Hybrids"}]}|{"title":"Totally Awesome Hulk  #18","featured_chars":["Protectors","Yellow Claw (Jimmy Woo)","Shang-Chi","Hulk \/ \"Amadeus Park\" (Amadeus Cho)","Silk \/ Silkworm (Cindy Moon)","\"Karina Karuso\" \/ Ms. Marvel (Kamala Khan)","Agent Jake Oh"],"supporting_chars":["New York City Police Department","New York City Police Department","Zee Zee Ahmed","Arnie Kovac"],"antagonists":["Imperial Guard of Seknarf Seven","Prince Regent Phalkan","Blargon"],"races_species":["Humans (Homo sapiens)","Human-Inhuman Hybrids","Seknarfians","Mutant-Alien Hybrids"]}|[]|["Totally Awesome Hulk  #18"]|
star-lord_vol_2_6~book|{"img":"6\/6c\/Star-Lord_Vol_2_6.jpg\/revision\/latest\/scale-to-width-down\/300","title":"Star-Lord Vol 2 #6","slug":"Star-Lord_Vol_2_6"}|{"supporting_chars":[{"id":"gregory_allen","slug":"Gregory_Allen","name":"Greg Allen"},{"id":"matthew_murdock","slug":"Matthew_Murdock","name":"\"Laurent Levasseur\" \/ Daredevil (Matt Murdock)"},{"id":"sharon_cayonne","slug":"Sharon_Cayonne","name":"Sharon Cayonne"},{"id":"javelynn","slug":"Javelynn","name":"Javelynn"},{"id":"james_howlett","slug":"James_Howlett","name":"Wolverine (James Howlett of Earth-2149)"},{"id":"herman_schultz","slug":"Herman_Schultz","name":"Shocker (Herman Schultz)"},{"id":"8-ball_(hobgoblin)","slug":"8-Ball_(Hobgoblin)","name":"8-Ball"},{"id":"rocket_raccoon","slug":"Rocket_Raccoon","name":"Rocket Raccoon \/ \"Raccoon-Man\""},{"id":"alpha_flight_(space_program)","slug":"Alpha_Flight_(Space_Program)","name":"Alpha Flight"},{"id":"abigail_brand","slug":"Abigail_Brand","name":"Agent-Commander Abigail Brand"},{"id":"carol_danvers","slug":"Carol_Danvers","name":"Captain Marvel \/ \"Captain Car-Ell\" (Carol Danvers)"}],"featured_chars":[{"id":"peter_quill","slug":"Peter_Quill","name":"Swingin' Stevie Rogers (Peter Quill)"}],"races_species":[{"id":"human-spartoi_hybrids","slug":"Human-Spartoi_Hybrids","name":"Human-Spartoi Hybrids"},{"id":"glossary:alien","slug":"Glossary:Alien","name":"Aliens"},{"id":"homo_sapiens","slug":"Homo_sapiens","name":"Humans (Homo sapiens)"},{"id":"homo_superior","slug":"Homo_superior","name":"Mutants (Homo superior)"},{"id":"halfworlders","slug":"Halfworlders","name":"Halfworlders"},{"id":"mutant-alien_hybrids","slug":"Mutant-Alien_Hybrids","name":"Mutant-Alien Hybrids"},{"id":"human-kree_hybrids","slug":"Human-Kree_Hybrids","name":"Human-Kree Hybrids"}]}|{"title":"Star-Lord Vol 2 #6","featured_chars":["Swingin' Stevie Rogers (Peter Quill)"],"supporting_chars":["Greg Allen","\"Laurent Levasseur\" \/ Daredevil (Matt Murdock)","Sharon Cayonne","Javelynn","Wolverine (James Howlett of Earth-2149)","Shocker (Herman Schultz)","8-Ball","Rocket Raccoon \/ \"Raccoon-Man\"","Alpha Flight","Agent-Commander Abigail Brand","Captain Marvel \/ \"Captain Car-Ell\" (Carol Danvers)"],"races_species":["Human-Spartoi Hybrids","Aliens","Humans (Homo sapiens)","Mutants (Homo superior)","Halfworlders","Mutant-Alien Hybrids","Human-Kree Hybrids"]}|[]|["Star-Lord Vol 2 #6"]|
bullseye_vol_1_4~book|{"img":"9\/95\/Bullseye_Vol_1_4.jpg\/revision\/latest\/scale-to-width-down\/300","title":"Bullseye  #4","slug":"Bullseye_Vol_1_4"}|{"antagonists":[{"id":"black_knife_cartel","slug":"Black_Knife_Cartel","name":"Black Knife Cartel"},{"id":"teodor_zarco","slug":"Teodor_Zarco","name":"Teodor Zarco"}],"featured_chars":[{"id":"bullseye_(lester)","slug":"Bullseye_(Lester)","name":"Bullseye (Marshal Lester)"}],"races_species":[{"id":"homo_sapiens","slug":"Homo_sapiens","name":"Humans (Homo sapiens)"}]}|{"title":"Bullseye  #4","featured_chars":["Bullseye (Marshal Lester)"],"antagonists":["Black Knife Cartel","Teodor Zarco"],"races_species":["Humans (Homo sapiens)"]}|[]|["Bullseye  #4"]|
star_wars:_poe_dameron_vol_1_13~book|{"img":"1\/14\/Star_Wars_Poe_Dameron_Vol_1_13.jpg\/revision\/latest\/scale-to-width-down\/300","title":"Star Wars: Poe Dameron  #13","slug":"Star_Wars:_Poe_Dameron_Vol_1_13"}|[]|{"title":"Star Wars: Poe Dameron  #13"}|[]|["Star Wars: Poe Dameron  #13"]|
guardians_of_the_galaxy:_mission_breakout_vol_1_1~book|{"img":"4\/40\/Guardians_of_the_Galaxy_Mission_Breakout_Vol_1_1.jpg\/revision\/latest\/scale-to-width-down\/300","title":"Guardians of the Galaxy: Mission Breakout  #1","slug":"Guardians_of_the_Galaxy:_Mission_Breakout_Vol_1_1"}|{"supporting_chars":[{"id":"mantis","slug":"Mantis","name":"Mantis"}],"antagonists":[{"id":"gatherers_(collector's)","slug":"Gatherers_(Collector's)","name":"Gatherers"},{"id":"taneleer_tivan","slug":"Taneleer_Tivan","name":"The Collector (Taneleer Tivan)"}],"featured_chars":[{"id":"guardians_of_the_galaxy","slug":"Guardians_of_the_Galaxy","name":"Guardians of the Galaxy"},{"id":"peter_quill","slug":"Peter_Quill","name":"Swingin' Stevie Rogers (Peter Quill)"},{"id":"gamora_zen_whoberi_ben_titan","slug":"Gamora_Zen_Whoberi_Ben_Titan","name":"Old Woman Gamora"},{"id":"rocket_raccoon","slug":"Rocket_Raccoon","name":"Rocket Raccoon \/ \"Raccoon-Man\""},{"id":"arthur_douglas","slug":"Arthur_Douglas","name":"Drax the Pacifist \/ Nova (Arthur Douglas)"},{"id":"groot","slug":"Groot","name":"Thor (Groot)"}],"races_species":[{"id":"glossary:alien","slug":"Glossary:Alien","name":"Aliens"},{"id":"brood_(race)","slug":"Brood_(Race)","name":"The Brood"},{"id":"glossary:cosmic_beings","slug":"Glossary:Cosmic_Beings","name":"Cosmic Beings"},{"id":"deviant_skrulls","slug":"Deviant_Skrulls","name":"unnamed mercenaries"},{"id":"m'ndarrel?action=edit&redlink=1","slug":"M'ndarrel?action=edit&redlink=1","name":"M'ndarrel"},{"id":"human-spartoi_hybrids","slug":"Human-Spartoi_Hybrids","name":"Human-Spartoi Hybrids"},{"id":"zen-whoberis","slug":"Zen-Whoberis","name":"Zen-Whoberis"},{"id":"halfworlders","slug":"Halfworlders","name":"Halfworlders"},{"id":"homo_sapiens","slug":"Homo_sapiens","name":"Humans (Homo sapiens)"},{"id":"flora_colossus","slug":"Flora_colossus","name":"Flora colossus"},{"id":"dream_eaters?action=edit&redlink=1","slug":"Dream_Eaters?action=edit&redlink=1","name":"Dream Eaters"},{"id":"watchers","slug":"Watchers","name":"A Watcher"},{"id":"uqot?action=edit&redlink=1","slug":"Uqot?action=edit&redlink=1","name":"Uqot"},{"id":"duckworldians","slug":"Duckworldians","name":"Duckworldians"}]}|{"title":"Guardians of the Galaxy: Mission Breakout  #1","featured_chars":["Guardians of the Galaxy","Swingin' Stevie Rogers (Peter Quill)","Old Woman Gamora","Rocket Raccoon \/ \"Raccoon-Man\"","Drax the Pacifist \/ Nova (Arthur Douglas)","Thor (Groot)"],"supporting_chars":["Mantis"],"antagonists":["Gatherers","The Collector (Taneleer Tivan)"],"races_species":["Aliens","The Brood","Cosmic Beings","unnamed mercenaries","M'ndarrel","Human-Spartoi Hybrids","Zen-Whoberis","Halfworlders","Humans (Homo sapiens)","Flora colossus","Dream Eaters","A Watcher","Uqot","Duckworldians"]}|[]|["Guardians of the Galaxy: Mission Breakout  #1"]|
free_comic_book_day_vol_2017_all-new_guardians_of_the_galaxy~book|{"img":"7\/76\/Free_Comic_Book_Day_Vol_2017_All-New_Guardians_of_the_Galaxy.jpg\/revision\/latest\/scale-to-width-down\/300","title":"Free Comic Book Day Vol 2017 All-New Guardians of the Galaxy","slug":"Free_Comic_Book_Day_Vol_2017_All-New_Guardians_of_the_Galaxy"}|{"antagonists":[{"id":"nova_corps","slug":"Nova_Corps","name":"Nova Corps"},{"id":"fraternity_of_raptors","slug":"Fraternity_of_Raptors","name":"Brotherhood of Raptors"},{"id":"robert_rider","slug":"Robert_Rider","name":"Talon-R \/ Talonar (Robbie Rider)"}],"featured_chars":[{"id":"guardians_of_the_galaxy","slug":"Guardians_of_the_Galaxy","name":"Guardians of the Galaxy"},{"id":"gamora_zen_whoberi_ben_titan","slug":"Gamora_Zen_Whoberi_Ben_Titan","name":"Old Woman Gamora"},{"id":"rocket_raccoon","slug":"Rocket_Raccoon","name":"Rocket Raccoon \/ \"Raccoon-Man\""},{"id":"peter_quill","slug":"Peter_Quill","name":"Swingin' Stevie Rogers (Peter Quill)"},{"id":"arthur_douglas","slug":"Arthur_Douglas","name":"Drax the Pacifist \/ Nova (Arthur Douglas)"},{"id":"groot","slug":"Groot","name":"Thor (Groot)"}],"races_species":[{"id":"zen-whoberis","slug":"Zen-Whoberis","name":"Zen-Whoberis"},{"id":"halfworlders","slug":"Halfworlders","name":"Halfworlders"},{"id":"human-spartoi_hybrids","slug":"Human-Spartoi_Hybrids","name":"Human-Spartoi Hybrids"},{"id":"cosmic_beings","slug":"Cosmic_Beings","name":"Cosmic Beings"},{"id":"glossary:alien","slug":"Glossary:Alien","name":"Aliens"},{"id":"flora_colossus","slug":"Flora_colossus","name":"Flora colossus"},{"id":"celestials_(race)","slug":"Celestials_(Race)","name":"Celestials"},{"id":"homo_sapiens","slug":"Homo_sapiens","name":"Humans (Homo sapiens)"},{"id":"shi'ar_(race)","slug":"Shi'ar_(Race)","name":"Shi'ar"}]}|{"title":"Free Comic Book Day Vol 2017 All-New Guardians of the Galaxy","featured_chars":["Guardians of the Galaxy","Old Woman Gamora","Rocket Raccoon \/ \"Raccoon-Man\"","Swingin' Stevie Rogers (Peter Quill)","Drax the Pacifist \/ Nova (Arthur Douglas)","Thor (Groot)"],"antagonists":["Nova Corps","Brotherhood of Raptors","Talon-R \/ Talonar (Robbie Rider)"],"races_species":["Zen-Whoberis","Halfworlders","Human-Spartoi Hybrids","Cosmic Beings","Aliens","Flora colossus","Celestials","Humans (Homo sapiens)","Shi'ar"]}|[]|["Free Comic Book Day Vol 2017 All-New Guardians of the Galaxy"]|
guardians_of_the_galaxy:_mother_entropy_vol_1_1~book|{"img":"a\/ac\/Guardians_of_the_Galaxy_Mother_Entropy_Vol_1_1.jpg\/revision\/latest\/scale-to-width-down\/300","title":"Guardians of the Galaxy: Mother Entropy  #1","slug":"Guardians_of_the_Galaxy:_Mother_Entropy_Vol_1_1"}|{"supporting_chars":[{"id":"knowhere_law_enforcement?action=edit&redlink=1","slug":"Knowhere_Law_Enforcement?action=edit&redlink=1","name":"Knowhere Law Enforcement"}],"featured_chars":[{"id":"guardians_of_the_galaxy","slug":"Guardians_of_the_Galaxy","name":"Guardians of the Galaxy"},{"id":"gamora_zen_whoberi_ben_titan","slug":"Gamora_Zen_Whoberi_Ben_Titan","name":"Old Woman Gamora"},{"id":"peter_quill","slug":"Peter_Quill","name":"Swingin' Stevie Rogers (Peter Quill)"},{"id":"rocket_raccoon","slug":"Rocket_Raccoon","name":"Rocket Raccoon \/ \"Raccoon-Man\""},{"id":"groot","slug":"Groot","name":"Thor (Groot)"},{"id":"arthur_douglas","slug":"Arthur_Douglas","name":"Drax the Pacifist \/ Nova (Arthur Douglas)"}],"races_species":[{"id":"glossary:alien","slug":"Glossary:Alien","name":"Aliens"},{"id":"celestials_(race)","slug":"Celestials_(Race)","name":"Celestials"},{"id":"deviant_skrulls","slug":"Deviant_Skrulls","name":"unnamed mercenaries"},{"id":"centaurians","slug":"Centaurians","name":"Centaurians"},{"id":"zen-whoberis","slug":"Zen-Whoberis","name":"Zen-Whoberis"},{"id":"human-spartoi_hybrids","slug":"Human-Spartoi_Hybrids","name":"Human-Spartoi Hybrids"},{"id":"halfworlders","slug":"Halfworlders","name":"Halfworlders"},{"id":"flora_colossus","slug":"Flora_colossus","name":"Flora colossus"},{"id":"homo_sapiens","slug":"Homo_sapiens","name":"Humans (Homo sapiens)"}]}|{"title":"Guardians of the Galaxy: Mother Entropy  #1","featured_chars":["Guardians of the Galaxy","Old Woman Gamora","Swingin' Stevie Rogers (Peter Quill)","Rocket Raccoon \/ \"Raccoon-Man\"","Thor (Groot)","Drax the Pacifist \/ Nova (Arthur Douglas)"],"supporting_chars":["Knowhere Law Enforcement"],"races_species":["Aliens","Celestials","unnamed mercenaries","Centaurians","Zen-Whoberis","Human-Spartoi Hybrids","Halfworlders","Flora colossus","Humans (Homo sapiens)"]}|[]|["Guardians of the Galaxy: Mother Entropy  #1"]|
champions_vol_2_8~book|{"img":"b\/ba\/Champions_Vol_2_8.jpg\/revision\/latest\/scale-to-width-down\/300","title":"Champions Vol 2 #8","slug":"Champions_Vol_2_8"}|{"supporting_chars":[{"id":"vision","slug":"Vision","name":"Ghost of Stone \/ Vision"}],"featured_chars":[{"id":"champions","slug":"Champions","name":"Champions"},{"id":"kamala_khan","slug":"Kamala_Khan","name":"\"Karina Karuso\" \/ Ms. Marvel (Kamala Khan)"},{"id":"samuel_alexander","slug":"Samuel_Alexander","name":"Nova (Sam Alexander)"},{"id":"miles_morales","slug":"Miles_Morales","name":"\"BadMachine1999\" \/ Spider-Man (Miles Morales)"},{"id":"scott_summers","slug":"Scott_Summers","name":"Prelate Summers\/Minister of Famine (Scott Summers)"},{"id":"vivian_(synthezoid)","slug":"Vivian_(Synthezoid)","name":"Viv Vision"},{"id":"amadeus_cho","slug":"Amadeus_Cho","name":"Hulk \/ \"Amadeus Park\" (Amadeus Cho)"}],"races_species":[{"id":"human-inhuman_hybrids","slug":"Human-Inhuman_Hybrids","name":"Human-Inhuman Hybrids"},{"id":"homo_sapiens","slug":"Homo_sapiens","name":"Humans (Homo sapiens)"},{"id":"homo_superior","slug":"Homo_superior","name":"Mutants (Homo superior)"},{"id":"human-olympian_hybrids","slug":"Human-Olympian_Hybrids","name":"Human-Olympian Hybrids"},{"id":"synthezoids","slug":"Synthezoids","name":"Synthezoids"},{"id":"human-kree_hybrids","slug":"Human-Kree_Hybrids","name":"Human-Kree Hybrids"},{"id":"robots","slug":"Robots","name":"Danger Room Bruiser-Bots"}]}|{"title":"Champions Vol 2 #8","featured_chars":["Champions","\"Karina Karuso\" \/ Ms. Marvel (Kamala Khan)","Nova (Sam Alexander)","\"BadMachine1999\" \/ Spider-Man (Miles Morales)","Prelate Summers\/Minister of Famine (Scott Summers)","Viv Vision","Hulk \/ \"Amadeus Park\" (Amadeus Cho)"],"supporting_chars":["Ghost of Stone \/ Vision"],"races_species":["Human-Inhuman Hybrids","Humans (Homo sapiens)","Mutants (Homo superior)","Human-Olympian Hybrids","Synthezoids","Human-Kree Hybrids","Danger Room Bruiser-Bots"]}|[]|["Champions Vol 2 #8"]|
